CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary
752,France,Female,41,8,0.0,2,1,0,139844.04
671,France,Female,48,8,115713.84,2,0,0,83210.84
717,France,Male,28,4,128206.79,1,1,1,54272.12
662,France,Female,36,4,166909.2,2,1,0,138871.12
702,France,Male,26,5,56738.47,2,1,1,100442.22
628,Germany,Female,30,9,132351.29,2,1,1,74169.13
531,Spain,Male,27,8,132576.25,1,0,0,7222.92
502,France,Male,33,8,0.0,2,1,1,123509.01
618,France,Female,21,2,125682.79,1,0,0,57762.0
803,Germany,Male,41,9,137742.9,2,1,1,166957.82
850,France,Male,39,4,127771.35,2,0,1,151738.54
622,Germany,Female,28,1,143124.63,2,1,0,81723.8
696,France,Male,42,4,0.0,1,0,0,126353.13
850,France,Male,40,6,97339.99,1,0,1,88815.25
676,France,Female,49,1,0.0,1,1,0,79342.31
667,France,Female,48,2,0.0,2,1,1,148608.39
532,France,Male,38,9,0.0,2,0,0,30583.95
837,Germany,Male,35,0,144037.6,1,1,0,145325.32
666,France,Male,51,2,148222.65,1,0,0,156953.54
679,France,Female,33,6,0.0,2,1,1,98015.85
587,Spain,Male,41,8,85109.21,1,1,0,1557.82
590,France,Male,47,3,0.0,2,1,0,171774.5
621,Spain,Female,36,7,116338.68,1,1,1,155743.48
695,France,Male,45,9,43134.65,1,0,1,77330.35
707,France,Female,35,9,0.0,2,1,1,70403.65
634,Germany,Male,48,2,107247.69,1,1,1,103712.05
537,France,Male,28,3,157842.07,1,1,0,86911.49
849,Germany,Male,37,7,143452.74,2,1,1,17294.12
498,France,Male,46,1,91857.66,1,1,0,101954.78
602,Germany,Female,42,6,158414.85,1,1,1,131886.46
476,Germany,Male,30,3,134366.42,1,1,0,68343.53
663,Germany,Male,28,8,123674.28,2,1,1,87985.2
792,France,Female,42,0,99045.93,2,1,0,47160.01
850,France,Male,31,3,0.0,2,1,0,121866.87
631,Spain,Female,31,2,88161.85,2,1,0,127630.88
580,France,Male,37,9,0.0,2,0,1,77108.66
614,Germany,Female,39,8,125997.22,1,1,1,128049.34
736,Germany,Female,26,0,84587.9,1,0,1,188037.76
602,Spain,Male,34,8,98382.72,1,1,0,39542.0
516,France,Male,35,10,57369.61,1,1,1,101699.77
586,Germany,Male,42,6,126704.49,2,1,0,41682.3
770,France,Female,37,9,0.0,2,0,0,22710.72
707,France,Male,47,3,0.0,2,1,0,174303.29
701,Spain,Female,34,6,107980.37,1,1,1,119374.74
525,Spain,Female,47,6,118560.0,1,1,0,82522.61
566,Spain,Male,63,2,120787.18,2,1,1,52198.84
574,France,Male,33,8,100267.03,1,1,0,103006.27
774,Spain,Male,46,9,0.0,2,1,1,34774.26
587,Spain,Male,45,6,0.0,1,0,0,158684.81
607,Spain,Female,32,7,0.0,3,0,1,10674.62
633,Spain,Male,58,6,98308.51,1,1,1,132034.13
597,Spain,Male,24,0,108058.07,2,1,1,187826.11
779,France,Female,48,2,115290.27,1,0,0,98912.69
685,Spain,Male,40,7,74896.92,1,1,0,198694.2
555,Germany,Male,42,6,107104.5,1,1,1,41304.44
608,Spain,Female,38,9,102406.76,1,0,1,57600.66
824,Spain,Female,38,3,0.0,2,1,0,192800.25
736,Spain,Female,28,2,0.0,2,1,1,117431.1
679,Germany,Female,34,7,121063.85,1,1,0,56984.58
651,Spain,Female,45,8,95922.9,1,1,0,84782.42
682,France,Male,48,1,138778.15,1,0,1,168840.23
628,Spain,Male,40,10,0.0,2,1,0,103832.58
554,Germany,Female,43,2,120847.11,1,1,0,7611.61
534,France,Female,53,7,0.0,2,1,1,80619.17
774,France,Male,60,5,85891.55,1,1,0,74135.48
675,France,Male,35,8,0.0,2,1,1,56642.97
678,France,Female,32,9,0.0,1,1,1,148210.64
644,Germany,Female,40,4,77270.08,2,1,1,115800.1
767,France,Male,36,3,139180.2,1,0,0,123880.19
510,France,Male,44,6,0.0,2,1,1,175518.31
668,France,Female,53,10,110240.04,1,0,0,183980.56
745,France,Male,21,4,137910.45,1,1,1,177235.23
603,France,Female,24,3,0.0,1,1,1,198826.03
612,Spain,Female,26,4,0.0,2,1,1,179780.74
572,France,Female,30,6,0.0,1,0,1,175025.27
717,France,Female,25,7,108664.85,2,1,0,190011.85
775,France,Male,42,6,133970.22,2,0,1,187839.9
590,France,Male,31,8,112211.61,1,1,0,26261.42
575,Spain,Male,53,1,84903.33,2,0,1,26015.8
590,France,Female,32,0,127763.24,1,1,0,100717.54
579,Germany,Female,42,3,137560.38,2,1,1,85424.34
642,Germany,Male,30,8,134497.27,1,0,0,43250.54
667,France,Male,41,6,0.0,2,0,0,167181.77
680,Germany,Female,51,5,143139.87,1,0,0,47795.43
534,Spain,Male,51,3,0.0,2,0,1,20856.31
553,Spain,Male,44,4,0.0,1,1,0,10789.3
575,France,Male,36,1,0.0,1,0,1,94570.56
850,Spain,Male,28,9,97408.03,1,1,1,175853.64
469,France,Female,48,5,0.0,1,1,0,160529.71
549,France,Female,29,8,0.0,2,1,1,189558.44
487,Spain,Female,36,1,140137.15,1,1,0,194073.33
801,Spain,Female,46,6,0.0,2,1,1,170008.74
619,Germany,Female,28,6,99152.73,2,1,0,48475.12
805,Germany,Female,45,9,116585.97,1,1,0,189428.75
616,France,Male,40,9,0.0,2,0,0,93717.55
627,Spain,Male,41,5,100880.76,1,0,1,134665.25
711,Germany,Male,34,4,133467.77,2,1,1,42976.64
639,Spain,Male,29,4,133434.57,2,1,0,97983.44
646,France,Female,46,8,0.0,2,1,0,133059.15
749,France,Male,24,1,0.0,3,1,1,47911.03
829,France,Female,22,7,150126.44,1,1,0,152107.93
743,Germany,Male,59,5,108585.35,1,1,1,192127.22
754,Spain,Female,50,7,146777.44,2,0,1,150685.52
718,France,Male,29,2,0.0,1,1,0,126336.72
812,France,Male,29,6,0.0,2,0,0,168023.6
724,France,Female,34,3,132352.69,1,1,0,80320.3
843,France,Female,27,5,0.0,2,1,1,67494.23
718,France,Female,43,0,93143.39,1,1,0,167554.86
686,Spain,Male,34,9,0.0,2,1,0,127569.8
585,France,Male,42,2,0.0,2,1,1,18657.77
532,France,Male,36,4,0.0,2,1,1,132798.78
632,Germany,Male,23,3,122478.51,1,1,0,147230.77
630,Germany,Female,25,7,79656.81,1,1,0,93524.22
581,France,Female,27,5,102258.11,2,1,0,194681.6
798,Spain,Female,58,9,0.0,2,0,0,119071.56
850,France,Male,66,4,0.0,2,0,1,64350.8
667,France,Male,44,8,122277.87,1,1,1,91810.71
633,France,Male,25,1,0.0,1,1,0,100598.98
655,Germany,Female,37,4,108862.76,1,1,0,79555.08
693,France,Male,68,2,0.0,2,1,1,59864.96
793,France,Male,35,2,0.0,2,1,1,79704.12
783,France,Male,40,6,0.0,2,1,0,109742.55
635,France,Male,29,7,105405.97,1,1,1,149853.89
718,France,Male,35,8,0.0,2,1,0,94820.85
630,France,Female,28,1,0.0,2,1,1,133267.78
578,Germany,Female,31,5,102088.68,4,0,0,187866.21
492,France,Female,49,8,0.0,1,1,1,182865.09
569,Spain,Male,43,8,161546.68,2,0,1,178187.28
587,Germany,Female,38,0,132122.42,2,0,0,31730.32
597,France,Female,60,0,131778.08,1,0,0,10703.53
625,France,Female,39,3,130786.92,1,0,1,121316.07
515,Spain,Male,35,10,176273.95,1,0,1,121277.78
692,Spain,Female,29,4,0.0,2,0,0,138880.24
499,France,Male,35,10,0.0,2,1,0,10722.54
606,France,Female,71,8,0.0,2,1,1,169741.96
738,France,Male,18,4,0.0,2,1,1,47799.15
703,Spain,Female,45,1,0.0,1,1,0,182784.11
594,Spain,Female,24,0,97378.54,1,1,1,71405.17
542,France,Male,67,10,129431.36,1,0,1,21343.74
743,France,Female,73,6,0.0,2,0,1,107867.38
700,Spain,Male,29,8,0.0,2,0,1,152097.02
850,Spain,Female,29,7,0.0,2,1,0,23237.25
812,France,Male,32,5,133050.97,2,1,0,89385.92
803,France,Male,33,6,0.0,2,1,0,115676.61
571,France,Male,41,8,0.0,1,1,1,63736.17
804,Spain,Male,33,7,76548.6,1,0,1,98453.45
727,Germany,Male,36,6,140418.81,1,1,1,113033.73
695,France,Female,50,8,0.0,1,1,0,126381.6
682,Germany,Female,43,7,111094.05,2,1,1,64679.3
618,France,Female,24,7,128736.39,1,0,1,37147.61
687,Germany,Female,47,1,91219.29,1,0,0,158845.49
826,France,Male,26,5,142662.68,1,0,0,60285.3
850,Germany,Female,25,8,69385.17,2,1,0,87834.24
705,France,Male,61,4,0.0,2,1,1,191313.7
667,Spain,Male,77,2,0.0,1,1,1,34702.92
765,France,Male,51,3,123372.3,1,1,1,115429.32
701,France,Male,29,2,0.0,2,1,0,176943.59
617,Spain,Male,38,7,0.0,1,1,1,27239.28
636,France,Female,38,1,0.0,1,1,0,45015.38
638,France,Female,36,6,0.0,1,1,0,164247.51
621,Spain,Male,53,9,170491.84,1,1,0,35588.07
763,France,Male,35,9,0.0,1,1,1,31372.91
661,Germany,Female,35,5,150725.53,2,0,1,113656.85
735,Germany,Female,43,9,98807.45,1,0,0,184570.04
521,France,Male,38,5,110641.18,1,0,1,136507.69
668,Spain,Male,32,1,134446.04,1,0,1,111241.37
835,Germany,Male,20,4,124365.42,1,0,0,180197.74
682,France,Female,37,8,148580.12,1,1,0,35179.18
545,France,Male,26,7,0.0,2,0,1,156598.23
660,France,Female,48,0,90044.32,2,0,1,187604.97
426,France,Female,34,3,0.0,2,1,1,61230.83
632,Germany,Male,30,2,72549.0,2,0,1,182728.8
546,France,Female,30,5,0.0,2,0,1,198543.09
822,France,Male,32,8,116358.0,1,1,0,108798.36
583,France,Female,27,1,125406.58,1,1,1,110784.42
652,France,Female,80,4,0.0,2,1,1,188603.07
749,France,Female,27,9,0.0,2,1,0,132734.87
590,France,Male,47,0,117879.32,1,1,1,8214.46
515,Germany,Male,45,7,120961.5,3,1,1,39288.11
582,Germany,Female,50,6,96486.57,2,1,1,20344.02
582,France,Male,39,5,0.0,2,1,1,129892.93
749,Germany,Male,46,10,78136.36,2,1,1,73470.98
583,Germany,Female,54,6,115988.86,1,1,0,57553.98
618,France,Female,31,4,0.0,2,1,0,29176.04
540,Spain,Male,28,8,0.0,2,0,0,197588.32
841,Germany,Female,33,7,154969.79,2,1,1,99505.75
596,France,Female,39,10,86546.29,1,0,1,131768.98
717,France,Female,76,9,138489.66,1,1,1,68400.14
850,France,Male,30,6,86449.39,1,1,1,188809.23
600,Germany,Female,39,7,88477.36,2,1,0,58632.37
635,Spain,Female,38,1,0.0,2,1,0,90605.05
669,France,Male,37,4,0.0,1,1,0,132540.33
806,France,Male,31,9,0.0,2,0,1,140168.36
664,France,Male,24,7,0.0,1,0,1,35611.35
652,France,Male,38,6,0.0,2,1,1,145700.22
652,Spain,Male,58,6,0.0,2,0,1,170025.43
701,Germany,Male,36,7,95448.32,2,1,0,189085.07
684,Spain,Female,24,9,79263.9,1,0,1,196574.48
625,France,Male,52,5,164978.01,1,1,1,67788.49
575,Spain,Female,37,9,133292.45,1,1,0,111175.09
579,Germany,Female,39,5,117833.3,3,0,0,5831.0
677,France,Female,27,2,0.0,2,0,1,114685.92
652,France,Female,48,8,133297.24,1,1,0,77764.37
416,Germany,Female,41,10,122189.66,2,1,0,98301.61
553,France,Male,32,3,116324.53,1,1,0,77304.49
528,Spain,Female,32,0,68138.37,1,1,1,170309.19
675,France,Female,34,10,84944.58,1,0,0,146230.63
850,Germany,Male,49,8,98649.55,1,1,0,119174.88
638,France,Male,36,6,188455.19,1,0,0,47031.4
451,France,Female,31,7,140931.82,1,0,1,20388.77
718,France,Male,35,3,97560.16,1,1,1,53511.74
652,France,Male,51,7,0.0,2,0,1,43496.36
532,Spain,Female,66,3,0.0,1,1,1,115227.02
496,Germany,Female,55,4,125292.53,1,1,1,31532.96
712,France,Female,42,1,87842.98,1,0,0,92223.59
696,France,Male,33,2,163139.27,1,1,1,7035.36
841,France,Male,74,9,108131.53,1,0,1,60830.38
681,France,Male,46,0,105969.42,1,1,0,5771.56
608,Germany,Female,48,2,127924.25,2,1,0,32202.61
706,Germany,Female,47,6,120621.89,1,1,1,140803.7
697,France,Male,32,7,175464.85,3,1,0,116442.42
709,France,Male,36,0,0.0,2,1,0,46811.77
647,France,Female,33,4,0.0,1,1,0,152323.04
588,Germany,Male,35,3,104356.38,1,1,0,94498.82
610,Spain,Female,50,5,130554.51,3,1,0,184758.17
627,Spain,Female,35,7,0.0,1,1,0,187718.26
562,France,Male,29,9,0.0,1,1,1,25858.68
630,Spain,Male,39,10,105473.74,1,0,0,58854.88
592,Germany,Male,36,2,104702.65,2,1,0,107948.72
595,France,Male,31,4,0.0,2,1,0,189995.86
562,Spain,Female,35,0,0.0,2,1,0,119899.52
617,France,Male,34,1,61687.33,2,1,0,105965.25
588,France,Male,32,1,0.0,2,1,1,8763.87
662,Spain,Female,72,7,140301.72,1,0,1,179258.67
723,Germany,Female,49,0,153855.52,1,1,1,180862.26
787,France,Male,25,5,0.0,2,1,0,47307.9
629,Spain,Male,35,4,174588.8,2,0,1,158420.14
634,Germany,Female,29,8,130036.21,2,0,1,69849.55
626,France,Male,21,1,0.0,2,1,0,66232.23
683,Spain,Male,30,1,113257.2,1,1,1,65035.02
835,Spain,Male,38,7,86824.09,1,0,0,175905.97
601,Germany,Female,33,7,114430.18,2,1,1,153012.13
744,Spain,Female,30,1,124037.28,1,1,1,142210.94
679,France,Male,47,10,198546.1,2,1,0,191198.92
722,Germany,Female,37,0,125977.81,1,0,0,160162.42
678,Germany,Male,48,2,101099.9,2,0,1,193476.04
504,France,Male,42,3,134936.97,2,0,0,135178.91
738,France,Male,49,6,106770.82,1,1,0,123499.27
701,Spain,Female,21,9,0.0,2,1,1,26327.42
710,Spain,Male,23,6,0.0,2,1,1,134188.11
768,France,Female,26,5,51116.26,1,1,1,70454.79
675,France,Male,39,1,0.0,2,1,0,153129.22
540,France,Male,37,6,0.0,2,1,0,141998.89
657,Spain,Male,29,7,83889.03,1,1,0,153059.62
619,France,Female,38,3,0.0,2,0,1,116467.35
678,France,Male,54,7,128914.97,1,0,0,191746.23
762,Germany,Male,34,4,88815.56,2,1,0,68562.26
689,France,Female,46,7,52016.08,2,1,1,72993.65
593,Germany,Female,38,4,129499.42,1,1,1,154071.27
592,France,Male,37,4,212692.97,1,0,0,176395.02
642,Germany,Female,40,6,129502.49,2,0,1,86099.23
683,Germany,Female,35,1,132371.3,2,0,0,186123.57
550,France,Female,30,4,0.0,2,1,0,89216.29
850,France,Female,35,6,81684.97,1,1,0,824.0
491,Germany,Male,19,2,125860.2,1,0,0,129690.5
732,France,Male,36,7,126195.81,1,1,1,133172.48
601,France,Male,44,1,100486.18,2,1,1,62678.53
614,France,Female,19,5,97445.49,2,1,0,122823.34
758,Spain,Female,43,10,0.0,2,1,1,55313.44
611,Spain,Male,52,7,0.0,1,0,1,73585.18
687,Spain,Male,35,3,0.0,2,1,1,176450.19
711,Germany,Female,52,8,145262.54,1,0,1,131473.31
577,Spain,Female,33,6,0.0,2,1,0,57975.8
620,France,Male,42,4,0.0,2,1,0,6232.31
697,France,Female,25,1,0.0,2,0,0,87803.32
749,France,Male,42,1,129776.72,2,0,1,143538.51
850,France,Female,37,7,153147.75,1,1,1,152235.3
684,France,Female,41,6,135203.81,2,1,1,121967.88
588,Spain,Male,34,10,0.0,2,1,0,79078.91
553,France,Male,33,4,118082.89,1,0,0,94440.45
537,Germany,Male,48,4,131834.8,1,1,0,166476.95
676,France,Female,34,1,63095.01,1,1,1,40645.81
583,Spain,Female,40,4,0.0,2,1,0,114093.73
642,France,Male,48,9,118317.27,4,0,0,78702.98
618,Germany,Male,41,8,37702.79,1,1,1,195775.48
617,France,Female,34,0,131244.65,2,1,0,183229.02
640,Germany,Female,30,5,32197.64,1,0,1,141446.01
533,Germany,Male,51,6,127545.56,2,0,0,79559.02
850,Spain,Female,45,4,114347.85,2,1,1,109089.04
597,France,Male,67,2,0.0,2,0,1,108645.85
540,Spain,Male,37,0,120825.7,1,1,0,28257.89
812,Germany,Male,25,5,54817.55,1,1,0,131660.31
502,France,Female,35,6,0.0,2,1,1,80618.47
655,Germany,Female,44,6,146498.76,1,1,0,64853.51
741,France,Male,29,8,0.0,2,1,1,115994.52
663,Spain,Female,28,8,61274.7,2,1,0,136054.45
790,Spain,Male,20,8,0.0,2,1,0,168152.76
498,France,Male,33,1,198113.86,1,1,0,69664.35
580,Spain,Male,29,9,61710.44,2,1,0,128077.8
605,France,Female,51,9,104760.82,1,1,1,165574.54
694,Spain,Male,31,5,0.0,1,1,0,35593.18
472,France,Male,31,4,58662.92,2,0,1,73322.0
562,France,Male,45,6,136855.24,1,1,0,46864.0
554,France,Female,44,6,92436.86,1,1,0,126033.9
715,Spain,Male,42,6,0.0,2,1,1,128745.69
711,France,Female,37,8,113899.92,1,0,0,80215.2
651,France,Female,39,6,0.0,1,1,0,24176.44
705,Spain,Male,36,1,111629.29,1,1,1,21807.16
702,France,Female,46,9,98444.19,1,0,1,109563.28
769,Germany,Male,27,7,188614.07,1,1,0,171344.09
574,France,Female,39,2,122524.61,2,1,0,88463.63
606,France,Male,40,5,0.0,2,1,1,70899.27
636,Germany,Female,31,9,80844.69,2,1,1,74641.9
647,France,Female,35,6,112668.7,1,0,1,122584.29
537,France,Male,39,2,0.0,2,1,1,137651.6
700,Spain,Female,43,0,0.0,2,1,0,59475.35
586,France,Male,64,1,0.0,2,1,1,53710.23
850,France,Male,40,9,0.0,2,0,1,119232.33
699,France,Female,40,8,122038.34,1,1,0,102085.35
529,Spain,Female,35,5,0.0,2,1,0,56518.0
665,France,Male,33,2,101286.11,1,1,1,159840.51
665,France,Male,39,10,46323.57,1,1,0,136812.02
420,Germany,Female,31,1,108377.75,2,1,1,9904.63
613,France,Male,20,3,0.0,2,1,1,149613.77
534,France,Male,27,9,0.0,2,1,0,161344.13
535,France,Female,40,8,0.0,1,1,1,27689.77
604,Germany,Female,47,4,118907.6,1,0,1,47777.15
657,Spain,Male,36,8,0.0,2,0,1,123866.43
652,Spain,Female,75,10,0.0,2,1,1,114675.75
651,Germany,Male,37,9,114453.58,1,0,1,175820.91
685,France,Female,50,6,94238.75,2,1,1,50664.07
543,France,Male,22,8,0.0,2,0,0,127587.22
827,Spain,Male,46,1,183276.32,1,1,1,13460.27
696,France,Male,29,8,0.0,2,1,0,191166.09
633,France,Male,35,3,0.0,2,1,1,36249.76
550,France,Female,40,8,150490.32,1,0,0,166468.21
698,Germany,Male,55,8,155059.1,2,1,1,144584.29
755,France,Female,43,9,0.0,2,1,0,18066.69
691,Germany,Male,38,9,163965.69,2,0,1,103511.26
444,France,Male,34,2,144318.97,1,1,0,112668.06
639,Spain,Female,54,2,0.0,2,1,1,53843.71
616,France,Female,31,3,136789.14,1,1,0,59346.4
484,Germany,Male,54,3,134388.11,1,0,0,49954.79
599,Spain,Male,42,6,0.0,2,1,0,113868.4
658,France,Female,39,4,0.0,1,1,1,147530.06
706,Germany,Male,23,2,93301.97,2,0,1,127187.04
705,France,Male,32,7,0.0,2,1,0,7921.57
685,Germany,Male,30,3,90536.81,1,0,1,63082.88
681,France,Female,29,2,148143.84,1,1,1,52021.39
542,France,Male,38,8,65942.26,1,1,1,68093.23
508,France,Male,31,8,72541.48,1,1,0,129803.08
553,Spain,Female,48,3,0.0,1,0,1,30730.95
734,France,Female,54,3,0.0,1,1,0,130805.54
693,Spain,Female,39,0,0.0,2,0,0,81901.6
506,France,Male,34,7,0.0,2,0,0,115842.1
629,France,Male,39,2,129669.32,2,1,0,82774.07
731,France,Female,47,1,115414.19,3,0,0,191734.67
670,France,Male,33,1,0.0,2,1,1,86413.11
583,Spain,Male,47,5,102562.23,1,1,0,92708.1
506,Germany,Female,59,3,190353.08,1,1,0,78365.75
681,Spain,Female,37,6,121231.39,1,1,1,146366.08
648,Germany,Female,28,8,90371.09,1,1,1,146851.73
724,Germany,Male,54,8,172192.49,1,1,1,136902.01
646,France,Female,38,2,0.0,2,0,0,178752.73
536,France,Male,39,4,0.0,2,1,0,27150.35
850,Germany,Male,61,3,141784.02,1,1,1,92053.75
751,France,Female,44,10,0.0,2,1,0,170634.49
754,France,Female,38,2,0.0,2,0,0,3524.69
686,France,Male,38,0,138131.34,1,0,1,115927.85
850,Spain,Male,34,8,199229.14,1,0,0,68106.29
668,France,Male,42,8,187534.79,1,1,1,32900.41
550,France,Male,32,8,97514.07,1,1,1,199138.84
675,France,Male,32,1,0.0,3,1,0,85901.09
596,Germany,Male,40,5,62389.03,3,1,0,148623.43
660,France,Male,34,8,106486.66,2,0,1,182262.66
736,France,Male,29,4,0.0,2,0,0,51705.01
646,France,Male,30,5,98014.74,1,1,1,12757.14
602,France,Male,32,10,0.0,2,1,1,116052.92
730,Spain,Male,38,5,118866.36,1,1,1,163317.5
514,Germany,Male,43,1,95556.31,1,0,1,199273.98
669,France,Male,39,3,119452.03,1,1,1,171575.54
591,France,Male,33,9,131765.72,1,1,0,118782.06
850,France,Female,29,10,0.0,2,1,1,199775.67
782,Spain,Male,34,6,147422.44,1,0,1,42143.61
472,France,Male,19,9,0.0,2,1,0,3453.4
520,Spain,Male,43,7,0.0,2,1,1,36202.74
571,France,Female,42,4,108825.34,3,1,0,55558.51
655,Spain,Female,29,9,0.0,2,0,1,85736.26
401,Germany,Male,48,8,128140.17,1,1,0,175753.55
643,France,Male,45,5,0.0,1,1,0,142513.5
545,Germany,Female,60,7,128981.07,1,0,1,176924.21
786,Spain,Male,31,9,0.0,2,1,1,18210.36
496,France,Male,30,0,90963.49,1,0,1,27802.0
614,France,Female,43,6,0.0,2,1,1,109041.53
812,France,Male,44,4,115049.15,2,1,0,165038.41
816,Germany,Female,38,5,130878.75,3,1,0,71905.77
753,Germany,Male,32,5,159904.79,1,1,0,148811.14
681,France,Male,25,5,0.0,1,0,1,90860.97
386,Spain,Female,53,1,131955.07,1,1,1,62514.65
608,Spain,Male,37,2,130461.02,1,1,0,21967.15
559,France,Male,62,6,118756.62,1,1,1,20367.68
620,France,Male,61,5,0.0,1,0,0,31641.52
637,France,Female,21,10,125712.2,1,0,0,175072.47
721,Spain,Female,36,2,0.0,2,1,1,106977.8
513,Spain,Female,42,10,0.0,2,0,1,73151.25
684,Spain,Male,34,9,100628.0,2,1,1,190263.78
498,France,Male,34,2,0.0,2,1,1,148528.24
774,France,Male,76,4,112510.89,1,1,1,143133.18
732,France,Male,26,7,0.0,2,1,0,154364.66
634,Germany,Male,74,5,108891.7,1,1,0,10078.02
501,France,Male,37,4,0.0,2,0,0,12470.3
646,Spain,Female,50,5,142644.64,2,1,1,142208.5
505,France,Male,34,10,104498.79,1,0,1,126451.14
724,France,Female,30,9,142475.87,1,1,1,107848.24
421,Germany,Male,28,8,122384.22,3,1,1,89017.38
850,France,Male,38,7,80293.98,1,0,0,126555.74
480,France,Female,42,1,152160.21,2,1,0,101778.9
574,Spain,Female,28,7,0.0,2,0,0,185660.3
727,Germany,Male,34,2,146407.11,1,1,1,72073.72
699,France,Male,64,9,113109.52,1,1,0,27980.8
850,France,Male,37,6,0.0,2,1,0,109291.22
461,France,Female,28,8,0.0,1,1,1,103349.74
725,France,Male,44,5,0.0,1,1,1,117356.14
667,Germany,Male,55,9,154393.43,1,1,1,137674.96
800,France,Female,40,5,97764.41,1,1,0,98640.15
612,France,Female,38,7,110615.47,1,1,1,193502.93
628,France,Female,31,6,175443.75,1,1,0,113167.17
752,Spain,Female,35,2,0.0,1,1,0,44335.54
652,France,Female,31,3,103696.97,3,0,0,155221.05
743,Germany,Female,35,1,146781.24,1,1,0,189307.7
533,France,Male,47,9,83347.25,1,1,1,137696.25
652,France,Female,37,4,0.0,2,1,0,143393.24
681,France,Male,29,8,0.0,1,1,0,66367.33
667,Spain,Male,39,7,167557.12,1,1,1,41183.02
850,Spain,Male,39,8,0.0,2,1,1,37090.44
572,Germany,Female,54,9,97382.53,1,1,1,195771.95
776,Germany,Male,33,8,115130.34,1,0,0,129525.5
660,France,Male,37,2,97324.91,1,1,0,23291.83
506,Spain,Male,32,8,0.0,2,0,1,182692.8
850,France,Male,34,6,0.0,1,0,1,52796.31
792,Germany,Female,59,9,101609.77,1,0,0,161479.19
635,Germany,Female,48,4,81556.89,2,1,0,191914.37
638,Germany,Female,39,0,122501.28,2,1,1,95007.8
576,France,Male,55,9,0.0,2,1,1,94450.97
633,France,Female,60,8,69365.25,1,1,1,10288.24
641,France,Female,37,2,0.0,2,1,0,3939.87
630,France,Female,40,0,118633.08,1,0,1,60032.46
575,Germany,Male,49,7,121205.15,4,1,1,168080.53
850,Spain,Female,31,3,121237.65,1,1,1,31022.56
651,France,Female,32,8,144581.96,1,1,1,87609.5
726,Spain,Female,56,8,123110.9,3,0,1,130113.78
642,France,Male,26,0,0.0,1,0,0,47472.68
850,Germany,Male,28,4,147972.19,1,1,0,60708.72
695,Spain,Male,39,4,65521.2,1,1,1,1243.97
711,Germany,Female,53,5,123805.03,1,1,0,102428.51
541,France,Male,39,7,0.0,2,1,0,19823.02
763,France,Male,67,1,149436.73,2,0,1,106282.74
697,France,Female,49,7,195238.29,4,0,1,131083.56
562,France,Male,36,6,0.0,2,1,0,32845.32
557,France,Female,46,4,96173.17,2,1,1,116378.31
438,Germany,Male,59,7,127197.14,1,1,0,51565.98
665,Spain,Male,38,9,0.0,1,0,1,87412.74
509,Spain,Male,29,1,0.0,2,1,0,69113.14
734,Spain,Female,39,3,92636.96,2,1,1,125671.29
674,France,Female,45,6,72494.69,1,0,1,140041.78
678,France,Female,38,2,0.0,2,0,0,115068.99
571,Germany,Male,25,6,82506.72,2,1,0,167705.07
623,Spain,Female,40,4,0.0,3,1,0,31669.18
428,France,Female,62,1,107735.93,1,0,1,58381.77
658,France,Female,40,7,140596.95,1,0,1,135459.02
555,France,Male,40,10,139930.18,1,1,1,105720.09
604,Spain,Female,35,7,147285.52,1,1,1,57807.05
561,France,Female,35,5,0.0,2,1,0,59981.62
648,Germany,Female,42,8,121980.56,2,1,0,4027.02
602,Germany,Female,48,7,76595.08,2,0,0,127095.14
578,Spain,Male,28,4,0.0,2,0,0,6947.09
762,Germany,Male,46,6,123571.77,3,0,1,57014.17
850,France,Female,34,9,92899.27,2,1,0,97465.89
652,Germany,Female,37,9,145219.3,1,1,0,159132.83
636,Germany,Female,37,9,157098.52,1,1,1,153535.27
639,Spain,Male,28,8,0.0,2,1,0,126561.07
589,Spain,Female,27,4,0.0,2,1,0,144181.48
542,Spain,Female,26,2,0.0,2,1,1,54869.54
754,Spain,Female,27,8,0.0,2,0,0,121821.16
542,Spain,Male,37,8,0.0,1,1,1,807.06
729,France,Male,44,5,0.0,2,0,1,9200.54
702,Spain,Male,44,9,0.0,1,0,0,59207.41
686,Spain,Male,22,8,0.0,2,0,0,142331.85
637,Germany,Male,41,2,138014.4,2,1,0,140298.24
624,France,Male,36,6,0.0,2,0,0,84749.96
792,Spain,Male,36,5,92140.15,1,0,1,67468.67
607,Germany,Male,39,2,84468.67,2,1,1,121945.42
672,France,Male,34,6,0.0,1,0,0,22736.06
592,Spain,Male,41,0,0.0,2,1,0,65906.07
743,Germany,Female,34,1,131736.88,1,1,1,108543.21
789,France,Female,32,7,69423.52,1,1,0,107499.39
603,France,Female,39,9,76769.68,1,0,0,48224.72
618,Germany,Female,40,1,133245.52,2,1,1,54495.82
623,Germany,Male,33,2,80002.33,1,1,1,104079.62
524,Germany,Female,31,8,107818.63,1,1,0,199725.39
724,Germany,Male,31,2,160997.54,2,0,1,64831.36
635,Germany,Male,37,5,113488.68,1,1,0,95611.74
620,Germany,Female,25,1,137712.01,1,1,1,76197.05
588,Germany,Female,48,1,143279.58,2,1,0,31580.8
792,France,Female,28,4,130142.79,1,1,0,38190.78
